                                                                                                                                                                                                    2,other,0.34038019531915475,2022-02-19 14:16:17
1,enpei,0.38780821288916073,2022-02-19 14:16:18
2,other,0.37808650003971284,2022-02-19 14:16:21
1,enpei,0.41134434451739266,2022-02-19 14:16:21
1,enpei,0.36991125290833915,2022-02-19 14:16:24
1,enpei,0.35707257233029455,2022-02-19 14:16:27
1,enpei,0.3784946779314811,2022-02-19 14:16:30
2,other,0.38505193641579244,2022-02-19 14:16:32
1,enpei,0.343025541841936,2022-02-19 14:16:33
1,enpei,0.35000812999064557,2022-02-19 14:17:56
2,other,0.3608343310803715,2022-02-19 14:17:57
1,enpei,0.37515127473142895,2022-02-19 14:17:59
2,other,0.3722908859155185,2022-02-19 14:18:00
1,enpei,0.33325917918837766,2022-02-19 14:18:02
2,other,0.4080146920964727,2022-02-19 14:18:03
1,enpei,0.37309166852521475,2022-02-19 14:18:05
2,other,0.3727130019039576,2022-02-19 14:18:07
1,enpei,0.36180175360771655,2022-02-19 14:18:08
2,other,0.3833626530496379,2022-02-19 14:18:10
1,enpei,0.3513181266985642,2022-02-19 14:21:12
1,enpei,0.30164296851318406,2022-02-19 14:21:15
1,enpei,0.373023501619981,2022-02-19 14:21:18
1,enpei,0.3926114208752706,2022-02-19 14:22:50
2,other,0.4200019266810759,2022-02-19 14:22:51
1,enpei,0.39736761461201736,2022-02-19 14:22:53
2,other,0.33731435700713003,2022-02-19 14:23:15
1,enpei,0.3596230524124993,2022-02-19 14:23:16
1,enpei,0.35243540174676125,2022-02-19 14:23:19
2,other,0.35721054316441664,2022-02-19 14:23:21
1,enpei,0.3328154588174229,2022-02-19 14:23:23
1,enpei,0.3496327483571614,2022-02-19 14:23:26
1,enpei,0.3215727629120601,2022-02-19 14:23:29
1,enpei,0.3373178422711141,2022-02-19 14:23:37
2,other,0.36986741548339747,2022-02-19 14:23:38
1,enpei,0.37558552737016293,2022-02-19 14:23:40
2,other,0.3790117572624292,2022-02-19 14:23:41
1,enpei,0.31885843530898716,2022-02-19 14:23:43
2,other,0.3803819452909608,2022-02-19 14:23:44
1,enpei,0.33612326014941646,2022-02-19 14:23:46
1,enpei,0.36155585256094974,2022-02-19 14:23:49
2,other,0.37304862854248066,2022-02-19 14:23:50
1,enpei,0.3587414373241949,2022-02-19 14:23:52
1,zwq,0.4049895932664252,2022-10-15 14:18:23

1,zwq,0.41250809326557947,2022-10-15 14:18:26

1,zwq,0.40715373934407567,2022-10-15 14:18:29

1,zwq,0.41703095380765487,2022-10-15 14:18:32

1,yik,0.4052183278185934,2022-10-15 15:25:24

1,yik,0.432466750165786,2022-10-15 15:25:27

1,zwq,0.4471846916126481,2022-10-15 15:25:32

1,zwq,0.3749552931807759,2022-10-15 15:25:35

1,zwq,0.3909394765928075,2022-10-15 15:25:38

1,chm,0.40460803500050646,2022-10-15 15:30:38
1,chm,0.4160831973445987,2022-10-15 15:30:42
1,zwq,0.45885068668976,2022-10-15 15:30:51
1,chm,0.4816164439563869,2022-10-15 15:30:52
1,zwq,0.4899847300439826,2022-10-15 15:30:57
1,chm,0.4880698825065539,2022-10-15 15:30:59
1,zwq,0.4861884527645702,2022-10-15 15:31:01
1,chm,0.4754818830872592,2022-10-15 15:31:02
1,bmq,0.4479745080783752,2022-10-15 15:42:25
1,chm,0.49185388916045203,2022-10-15 15:42:26
1,bmq,0.45237976428316456,2022-10-15 15:42:44
1,zwq,0.4517986964375754,2022-10-15 15:42:46
1,zwq,0.43013821794926077,2022-10-15 15:42:50
1,chm,0.4240368735055734,2022-10-15 15:42:51
1,zwq,0.4948097087136969,2022-10-15 15:50:08
1,chm,0.4263330630734727,2022-10-15 15:50:09
1,yik,0.4327512626140191,2022-10-15 15:50:13
1,chm,0.4229850586708159,2022-10-15 15:50:16
1,zwq,0.44980157537017007,2022-10-15 15:50:16
1,chm,0.4153329950299121,2022-10-15 15:50:20
1,zwq,0.4321686395035044,2022-10-15 15:50:20
1,chm,0.47719366714255385,2022-10-15 15:50:28
1,zwq,0.4143320128556766,2022-10-15 15:50:28
1,th,0.453882356244235,2022-10-15 15:57:03
1,chm,0.4920449299544132,2022-10-15 15:57:04
1,zwq,0.4618609605370098,2022-10-15 15:57:05
1,yik,0.48647792925261996,2022-10-15 15:57:05
1,th,0.43310589663944277,2022-10-15 15:57:07
1,zwq,0.44814601762286166,2022-10-15 15:57:12
1,chm,0.4669113406978841,2022-10-15 15:57:15
